business_age,education_years,age,female,nature_value,tourism_value,value_ha_cattle,value_ha_timber,d_compost,tourism_incomes,agro_incomes,otherjobs_incomes,pensions_incomes,leases_incomes,dividens_incomes,charity_incomes,other_incomes,food_expend,clean_expend,transport_expend,rent_expend,services_expend,recreation_expend,durables_expend,remittances_expend,health_expend,education_expend,taxes_expend,other_expend
2.5,5,72,0,5,5,.2,5.5,1,0,0,.1,0,0,0,.050000001,0,.079999998,.0099999998,.0099999998,0,.015,0,.0099999998,0,0,0,.0049999999,0
20,5,48,1,3,3,.2,5.5,0,.2,0,0,0,0,0,0,0,.40000001,.1,.079999998,0,.079999998,.050000001,.079999998,0,.035,.02,0,0
5,16,58,0,5,5,.1,5.5,1,.2,.1,1,1.5,0,0,0,0,.5,.2,.30000001,0,.2,.2,.12,0,.1,1,.13,.69999999
3.6666667,8,52,0,5,5,.30000001,5.5,1,.88,.40000001,.5,0,0,0,0,0,.30000001,.2,.1,.30000001,.1,.30000001,.2,0,.1,.33000001,.050000001,0
6,16,45,1,5,5,.2,8,1,.60000002,0,1,0,0,0,.125,0,1,.2,.60000002,1.1,.2,.059999999,.2,.2,.029999999,1,0,0
1,16,44,1,5,5,.2,5.5,1,.15000001,.30000001,0,0,.31999999,0,0,0,.34999999,.15000001,.30000001,.5,.12,.1,.1,.89999998,.5,.1,.1,.1
1.4166666,14,24,1,5,5,.69999999,5.5,0,0,0,.40000001,0,0,0,0,0,.2,.059999999,.1,.34999999,.079999998,.2,.050000001,0,.0099999998,.078000002,.02,0
5,16,54,1,5,4,.2,5.5,0,0,0,0,0,0,0,0,0,1.5,.40000001,.40000001,0,.40000001,.5,.050000001,0,.30000001,0,.075000003,0
4,5,47,0,5,4,.2,5.5,1,.2,0,0,0,0,0,0,0,1,.5,.5,0,.5,0,.67000002,.40000001,0,.5,.0209,0
4,5,43,0,5,5,2,5.5,1,0,.40000001,.2,0,0,0,0,0,.30000001,.079999998,.029999999,0,.28999999,.02,.025,.050000001,.050000001,.15000001,0,0
1.5,13,35,1,5,5,.2,5.5,0,0,0,.87,0,0,0,.029999999,0,.40000001,.1,.039999999,0,0,0,.082999997,0,0,.1,.0099999998,.12
4.5,8,43,1,5,5,5,5.5,1,.44999999,0,0,0,0,0,0,0,.15000001,.050000001,0,.15000001,.050000001,0,.050000001,0,0,0,0,0
5.4166665,13,38,1,5,5,.2,5.5,0,.059999999,.2,.1,0,0,0,.12,0,.5,.1,.30000001,0,.2,0,.2,0,0,.039999999,0,0
4.5,11,41,1,5,5,.2,5.5,1,1,0,0,0,0,0,0,0,.0099999998,.15000001,.02,.5,.079999998,.1,.30000001,.1,0,0,0,0
2.3333333,11,75,0,5,5,2,5.5,1,.5,0,0,0,0,0,0,.5,.40000001,.1,.050000001,0,.2,.1,.1,0,.1,0,.050000001,.1
4.5,11,36,1,5,5,.2,5.5,0,.31999999,0,0,0,0,0,0,0,.25,.050000001,.039999999,0,.034000002,.02,.050000001,0,0,.2,0,0
4.4166665,12,41,1,5,5,.2,5.5,1,.15000001,0,0,0,0,0,0,0,.89999998,.30000001,.30000001,0,.15000001,.30000001,.090000004,0,.16,.15000001,.025,0
25.166666,11,51,1,5,5,.2,5.5,1,1.5,0,0,0,.40000001,0,0,0,.34999999,.039999999,.0099999998,0,.40000001,.050000001,.60000002,0,.02,0,.029999999,.30000001
1.1666666,5,56,0,5,5,.2,5.5,0,.5,0,0,0,0,.80000001,0,0,.40000001,.1,.1,.80000001,.30000001,.40000001,.1,.30000001,.5,0,.2,0
4.5,9,38,1,5,5,.2,5.5,1,0,0,.40000001,0,0,0,0,0,.30000001,.059999999,0,0,.039999999,0,0,0,0,0,0,0
2.9166667,16,40,1,5,5,.2,5.5,1,.69999999,0,1.5,0,.40000001,0,0,0,.64999998,.079999998,.1,0,.094999999,.15000001,.34999999,0,.1,.80000001,.0099999998,.2
4.5,7,37,0,5,5,.2,5.5,1,1.8,0,0,0,0,0,0,0,.30000001,.050000001,0,.34999999,0,.1,.11,1.2,.15000001,0,0,0
2,14,62,0,5,5,.2,5.5,1,0,0,0,0,0,0,0,0,.80000001,.30000001,.30000001,0,.050000001,.40000001,.050000001,0,.5,0,.087499999,0
40,3,63,1,5,5,.2,5.5,1,0,.40000001,.2,0,.5,0,.079999998,0,.5,.1,.079999998,0,0,.1,.2,0,.029999999,0,0,0
4,9,61,0,5,4,.059999999,5.5,1,.40000001,0,0,0,0,0,0,0,.30000001,.050000001,.1,0,0,.1,.025,0,.1,0,.037999999,.37
20,12,24,1,4,4,.2,5.5,1,.2,0,0,0,0,0,0,0,.5,.15000001,.029999999,0,.25,.1,.050000001,0,0,0,.0082,0
4.5,5,66,1,3,5,.2,5.5,1,0,0,0,0,0,0,.5,0,.5,.1,.72000003,0,.1,.02,.079999998,0,.02,.039999999,0,0
2,4,54,1,4,4,.2,5.5,1,.079999998,0,0,0,0,0,0,0,.40000001,.1,.059999999,.059999999,0,.0099999998,.07,0,.1,.039999999,0,0
4.5,8,65,1,5,5,.2,5.5,1,0,0,.1,0,0,0,0,0,.15000001,.025,.015,0,.029999999,0,0,0,0,0,.0166,.029999999
4.5,12,23,0,5,5,.2,5.5,0,0,.15000001,1,0,0,0,0,0,.40000001,.1,.18000001,.40000001,.12,.15000001,.02,0,.07,.1,0,0
3.0833333,14,52,0,5,3,1.05,20,1,1,.5,0,0,.40000001,0,0,0,.5,.30000001,.15000001,0,.30000001,.12,.1,0,.050000001,0,.059999999,1
1.5,11,37,1,5,5,.2,5.5,0,.02,0,0,0,0,0,0,0,.2,.050000001,.07,0,.12,0,.025,.050000001,0,.029999999,0,0
4.5,11,46,1,5,4,.2,5.5,1,0,0,.30000001,0,0,0,.15000001,0,.34999999,.1,.079999998,0,.11,.059999999,.082999997,0,.090000004,.02,0,.055
1.6666666,1,58,1,5,5,.2,5.5,1,.40000001,0,0,0,0,0,0,0,.40000001,.029999999,.039999999,0,.052999999,.039999999,.12,0,.050000001,.025,0,0
2,16,47,0,5,5,.1,5.5,1,.07,0,0,0,0,0,0,0,.30000001,.15000001,.2,.5,.16,.2,.1,0,.2,.1,0,0
4.5,12,25,1,5,4,.2,5.5,1,.5,0,0,0,0,0,0,0,.1,.050000001,0,0,.02,0,0,0,.0099999998,0,0,0
9.25,1,51,1,5,5,.2,5.5,1,.039999999,0,0,0,0,0,0,0,.5,.029999999,0,0,.015,.02,.12,0,0,.015,0,0
2.3333333,16,34,1,5,5,.2,5.5,1,0,0,2.9000001,0,.5,0,.25,0,.40000001,.1,.050000001,0,.2,.1,.12,0,.28999999,.2,0,.36000001
4.5,11,38,0,5,5,.059999999,5.5,1,.050000001,.15000001,0,0,0,0,0,0,.050000001,.029999999,.02,0,.029999999,.050000001,.02,0,.0099999998,.0099999998,0,.2
2.75,13,56,1,5,5,.2,10,1,.15000001,0,.80000001,0,0,0,0,0,.34999999,.050000001,.079999998,0,.050000001,.015,.025,0,.079999998,.2,.0099999998,0
.58333331,17,48,1,5,5,1,5.5,1,.02,0,0,0,0,0,3,0,1,.1,.60000002,0,.1,1,.5,0,.25,0,.2,1.3
5,16,53,1,5,4,.2,5.5,1,0,0,0,.74000001,0,0,0,0,.30000001,.1,.1,0,.079999998,.02,0,0,.1,0,0,0
3.0833333,3,40,1,5,5,.2,5.5,1,0,.029999999,.89999998,0,0,0,0,0,.5,.1,0,0,.1,.1,.050000001,0,0,.1,0,0
4,13,41,0,5,5,.30000001,5.5,0,.15000001,0,2,0,0,0,0,0,.5,.15000001,.2,0,.25,.18000001,.1,0,.25,.2,.12,0
2,14,66,0,5,5,.5,5.5,1,.050000001,.28,.02,0,0,0,0,0,.039999999,.029999999,0,0,.029999999,.0099999998,.02,0,0,0,.029999999,.15000001
5.3333335,5,65,0,5,5,.336,5.5,1,.25,.30000001,.87699997,0,0,0,0,0,.5,.059999999,.029999999,0,.13,.025,.035,0,.25,0,0,0
4.5,11,56,1,5,5,.2,5.5,1,.40000001,0,.30000001,0,0,0,0,0,.2,.1,.050000001,0,.07,.1,.2,0,.2,0,0,0
1,11,23,1,5,5,.2,5.5,0,.02,0,.30000001,0,0,0,0,1.7,.18000001,.059999999,0,1.4,0,.02,.0099999998,0,.050000001,0,0,0
3,3,50,1,5,5,.2,5.5,1,.2,.12,.059999999,0,0,0,0,0,.5,.029999999,.02,0,.0099999998,.012,.029999999,0,0,.050000001,0,0
3,13,51,1,5,5,.2,5.5,0,.40000001,0,.30000001,0,0,0,0,0,.30000001,.1,0,0,.30000001,.07,.029999999,0,.029999999,.02,.015,2
30.166666,16,43,1,5,5,.2,5.5,1,.89999998,0,.30000001,0,0,0,0,0,.30000001,.050000001,0,0,.039999999,.1,.1,0,.16,0,0,.23
2,17,62,1,5,5,.2,5.5,1,.30000001,0,3.2,0,0,0,0,0,.5,.30000001,.5,.5,.18000001,.1,.208,1,.28,.41600001,.02,.60000002
6.5,16,39,1,5,5,.2,5.5,1,0,0,2,0,0,0,0,0,.25,.050000001,0,0,.15000001,.1,.039999999,0,.15000001,.059999999,0,0
13.166667,11,49,1,5,5,.60000002,5.5,1,.039999999,.090000004,0,0,0,0,0,0,.1,.059999999,.0099999998,0,.012,.035,.175,0,0,.033,.0083330004,.083329998
20,5,63,1,5,5,.2,5.5,1,0,0,.2,0,0,0,.079999998,0,.80000001,.15000001,0,0,.30000001,0,0,0,0,.02,0,0
10,11,39,0,5,4,.2,5.5,1,0,.30000001,0,0,0,0,0,0,.30000001,.1,.059999999,0,.052999999,.050000001,.092,0,0,.0099999998,0,0
2,16,31,1,5,5,.2,5.5,1,0,0,1,0,0,0,0,0,.1,.0099999998,0,0,0,0,.050000001,0,0,0,0,0
4.5,8,25,1,5,3,.2,5.5,1,.1,.1,.1,0,0,0,0,0,.30000001,.1,.1,.15000001,.079999998,0,.012,0,0,.02,0,.15000001
4.5,4,50,1,5,5,.41999999,5.5,1,1.3,.30000001,0,0,0,0,0,0,.69999999,.12,.12,0,.36500001,0,.2,.55000001,.2,.1,.12,.308
11,13,41,1,5,5,.2,5.5,1,1.5,.2,.1,0,0,0,0,0,.30000001,.050000001,.039999999,0,.025,.2,.079999998,.80000001,.0099999998,.022,.0099999998,0
4.5,9,46,0,4,5,.2,5.5,1,.1,.5,0,0,0,0,0,0,.15000001,.050000001,.0099999998,0,.050000001,0,.029999999,0,0,.5,0,.40000001
4.5,11,44,1,5,5,.2,5.5,1,.050000001,.1,.2,0,0,0,.075000003,0,.30000001,.1,.07,0,.050000001,.079999998,.083999999,0,.050000001,0,.0082999999,0
3,13,51,1,5,5,.02,5.5,1,.1,0,0,0,1.2,0,.34999999,0,.2,.1,.1,0,.1,.1,0,0,.109,1.2,.2,.090000004
2,12,29,1,5,5,.2,5.5,1,.15000001,0,0,0,0,0,0,0,.079999998,.12,.022,0,.078000002,.1,.035,0,.016000001,.059999999,0,0
4.5,5,60,1,5,4,.54000002,5.5,1,0,0,0,0,0,0,0,0,.15000001,.079999998,.024,0,.075000003,.064999998,.050000001,0,.0099999998,.015,.0048000002,0
12,13,45,1,5,5,.2,5.5,1,.2,.1,0,0,0,0,0,0,.25,.050000001,.050000001,0,.07,0,.015,0,.059999999,0,0,0
4,13,30,0,5,5,.1,1.5,1,.1,.30000001,.30000001,0,0,0,0,0,.40000001,.1,.15000001,0,.039999999,.1,.2,.050000001,.1,.029999999,.0093999999,.25
2.6666667,5,38,1,5,5,.2,5.5,1,.175,0,.2,0,0,0,0,0,.15000001,.050000001,.050000001,0,.1,0,.025,0,.050000001,.039999999,.0024999999,0
30,4,67,1,5,5,.2,5.5,0,.02,.2,0,0,.30000001,0,0,0,.25,.5,.050000001,0,.1,0,.079999998,0,0,0,.012,0
4.5,13,36,1,5,5,.80000001,1.5,1,.89999998,0,0,0,0,0,0,0,.40000001,.1,.029999999,0,.12,.2,.1,0,.27000001,.2,.0049999999,.44999999
4,13,55,0,4,5,.2,100,1,.30000001,0,1.4,0,0,0,0,0,.44999999,.050000001,.1,0,.1,.1,.1,0,.27000001,.15000001,.0099999998,0
4.4166665,16,30,0,5,5,.050000001,3,1,.40000001,0,0,0,.80000001,0,0,0,.5,.1,.079999998,.40000001,0,.30000001,.2,0,.18000001,.050000001,.1,0
7.9166665,11,44,0,5,5,.2,5.5,0,.92500001,0,0,0,0,0,0,0,.44999999,.30000001,0,0,.16,.2,0,0,.096000001,.025,.0099999998,.25
5,14,31,0,5,5,.2,5.5,1,.86000001,0,.69999999,0,0,0,0,0,.60000002,.15000001,.050000001,0,.059999999,.12,.059999999,0,.27700001,.039999999,.050000001,.090000004
4,11,53,1,5,5,.2,5.5,1,.87699997,0,0,0,1.2,0,0,0,.80000001,.1,.1,0,.15000001,.1,.2,1.8,.25,1.3,.029999999,0
5,17,69,0,5,5,.059999999,5.5,1,.30000001,.89999998,0,5,0,0,0,0,.69999999,.050000001,.2,0,.02,.30000001,.034000002,0,.30000001,.1,1.45,0
10.166667,11,56,1,5,5,.2,5.5,0,1.2,.80000001,2,0,.44999999,0,0,0,.5,.12,.1,.40000001,.2,.1,.2,0,.02,.5,0,0
8,5,62,1,5,4,.2,5.5,0,.2,0,.40000001,0,.2,0,0,0,.2,.1,0,0,.11,0,.20999999,0,0,.012,.0024999999,0
8,18,51,0,5,5,.2,5.5,1,1.8,0,1,0,0,0,0,0,.80000001,.25,.40000001,.60000002,1,.2,.40000001,0,.28,.60000002,0,0
4.5,11,31,0,5,5,.2,5.5,1,1.1,0,0,0,0,0,0,0,.15000001,.15000001,.050000001,0,.039999999,.1,.050000001,.2,.079999998,0,0,0
4.4166665,11,31,1,5,5,.2,5.5,1,0,0,1,0,0,0,0,0,.0099999998,.1,0,0,.30000001,0,.12,0,.2,.050000001,0,0
13,5,36,0,5,5,.2,5.5,1,0,.2,0,0,0,0,0,0,.40000001,.1,.050000001,0,.055,.050000001,.046,0,.0099999998,0,0,0
2.1666667,13,30,0,5,5,.40000001,5.5,1,1.5,0,0,0,0,0,0,0,.69999999,.12,.12,0,.30000001,0,.2,.55000001,.2,.1,.12,.308
3,7,56,1,5,5,.2,5.5,0,0,0,.80000001,0,0,0,.40000001,0,.5,.029999999,0,0,.075000003,0,0,.60000002,.015,.015,0,0
6.25,16,53,1,5,5,.2,5.5,1,1,.18000001,0,0,0,0,0,0,.69999999,.1,.1,0,0,.050000001,.050000001,0,.16,.1,0,.1
15,13,23,0,5,5,.2,5.5,1,1.6,0,0,0,.40000001,0,0,0,.25,.050000001,.050000001,0,.14,0,0,0,.02,.059999999,.039999999,0
1.75,14,37,0,5,5,.2,5.5,0,0,0,1.2,0,0,0,0,0,.60000002,.15000001,.090000004,0,.059999999,.059999999,.16599999,.2,.40000001,.029999999,.027000001,0
3.1666667,11,34,0,5,3,.2,5.5,1,.1,.2,.30000001,0,0,0,0,0,.25,.15000001,.029999999,0,.1,0,0,0,0,0,.025,0
3,2,54,0,5,5,.1,5.5,0,.5,.2,0,0,0,0,0,0,.5,.1,.30000001,0,.25,0,.167,0,.1,.25,0,0
2.3333333,9,53,1,5,5,.2,5.5,1,.30000001,0,.1,0,0,0,0,0,.60000002,.2,.2,0,0,.15000001,.090000004,.30000001,0,0,0,0
15,18,47,0,5,5,0,5.5,1,0,0,0,5,0,0,0,0,.40000001,.1,.079999998,0,.079999998,.050000001,.079999998,0,.60000002,.02,0,0
10,11,40,1,3,5,.69999999,5.5,1,.40000001,0,.60000002,0,0,0,0,0,.40000001,.2,0,0,0,.1,.1,0,0,.60000002,0,0
12.25,13,41,0,5,5,1,1,1,.34,0,.83999997,0,0,0,0,0,.30000001,.15000001,.1,0,0,.050000001,.050000001,.059999999,.039999999,0,0,0
40,11,22,1,4,4,.2,5.5,0,0,0,.82700002,0,0,0,0,0,.40000001,.25,.2,0,.1,.15000001,.090000004,0,0,.1,0,0
6.3333335,16,62,1,5,5,.2,5.5,1,.80000001,0,0,0,0,0,0,0,.2,.039999999,.34,0,.085000001,.1,.050000001,0,.085000001,0,0,.80000001
4.5,9,35,1,5,4,.2,5.5,1,.38999999,0,0,0,0,0,0,.1,.25,.1,.050000001,0,.177,0,.079999998,0,0,.029999999,0,0
6.25,13,40,0,5,5,.2,5.5,1,.5,.30000001,.30000001,0,0,0,0,0,.15000001,.029999999,.25,0,.041999999,0,.050000001,0,.1,.050000001,0,.21799999
15,16,65,0,4,5,.2,5.5,1,.1,0,2,0,0,0,0,0,.5,.1,.2,0,.2,0,0,0,.1,0,0,.2
10.416667,14,44,0,5,5,.5,5.5,1,1.5,0,0,0,0,0,0,0,.2,.079999998,.050000001,0,.1,.2,.025,.2,0,0,0,.050000001
3,5,50,1,4,5,.2,5.5,1,0,.1,0,0,0,0,0,0,.30000001,.059999999,.079999998,0,.012,.029999999,.07,0,.029999999,.015,.0020000001,0
17,2,63,1,2,4,.2,5.5,0,0,0,.5,0,.40000001,0,0,0,.5,.1,.079999998,0,.045000002,0,.1,.2,0,0,0,.012
3.1666667,14,54,1,5,4,.2,5.5,1,.2,0,.69999999,0,0,0,0,0,.69999999,.2,.30000001,0,.12,.050000001,.050000001,0,.12,0,.029999999,.12
2,16,53,0,5,5,.2,5.5,1,1.2,0,0,0,0,0,0,0,.5,.5,0,0,0,0,.079999998,.1,0,0,0,0
3,5,45,1,5,5,.2,5.5,1,.18000001,0,.44999999,0,0,0,0,0,.60000002,.059999999,.1,0,.025,.07,.1,.12,0,.079999998,0,0
32,11,41,1,5,5,.2,5.5,1,.60000002,0,.60000002,0,0,0,0,0,.30000001,.15000001,.1,.40000001,.079999998,.15000001,.050000001,.2,.23999999,0,0,.050000001
4.5,6,44,1,5,5,.2,5.5,1,.40000001,0,.30000001,0,0,0,0,0,.89999998,.30000001,.30000001,0,.0099999998,0,.050000001,.80000001,.1,.1,0,.16
5,7,39,0,4,5,.405,21,0,0,0,.30000001,0,0,0,0,0,.40000001,.1,.15000001,0,.029999999,.15000001,.16,0,.015,.30000001,0,0
4.5,8,40,1,3,5,.2,5.5,1,.89999998,0,0,0,0,0,0,0,.80000001,.5,.60000002,.44999999,.07,.15000001,0,.2,0,0,0,0
1.8333334,13,35,0,5,5,1,5.5,1,1.2,.69999999,1.3,0,0,0,0,0,.2,.050000001,.059999999,0,.079999998,.30000001,.075000003,0,.029999999,.0099999998,.0099999998,.333
2.4166667,5,39,1,5,3,.2,5.5,1,.1,0,0,0,0,0,.105,0,.60000002,.079999998,.15000001,0,.025,.2,.0209,0,.050000001,.1,0,.025
.16666667,7,64,1,5,4,.1,5.5,1,.1,.050000001,.15000001,0,0,0,0,0,.07,.02,0,0,.012,0,.012,0,.02,0,0,0
11.333333,17,40,0,4,5,.050000001,5.5,1,.050000001,0,1,0,0,0,0,0,.40000001,.30000001,.2,0,.15000001,.02,.2,0,0,.02,.1,0
2.8333333,5,44,1,5,5,.80000001,5.5,1,.050000001,.2,0,0,0,0,0,0,.25,.039999999,.016000001,0,.014,.0099999998,.033,0,0,.0099999998,0,0
4.5,6,37,1,5,5,.2,5.5,1,0,0,.60000002,0,0,0,0,0,1,.30000001,.15000001,0,.1,.2,.25,.075000003,.1,.059999999,0,.16
4,17,44,1,5,5,.2,5.5,1,1,0,0,0,0,0,0,0,.40000001,.2,.050000001,0,.1,.1,.1,0,.24699999,.2,.2,0
4.5,18,63,0,5,1,.2,5.5,1,.2,0,5,0,3.5,0,0,0,.89999998,.1,.2,0,.5,.60000002,.15000001,0,.44999999,0,.12,.2
4.5,16,40,1,5,3,.2,5.5,0,0,0,.5,0,0,0,0,0,.40000001,.1,0,.25,.029999999,.050000001,0,0,0,.15000001,0,0
17,7,57,1,4,3,.2,5.5,1,1,0,0,0,0,0,0,0,.40000001,.1,.27000001,0,.14,0,.041000001,0,1.098,0,.14,1.03
4.5,8,58,1,5,5,.2,5.5,1,.1,0,.5,0,.079999998,0,0,0,.25,.059999999,0,0,.093999997,0,.050000001,0,0,0,0,0
8,9,66,1,5,5,.2,5.5,1,0,.5,0,0,0,0,0,0,.5,.12,.12,0,.13,.5,.07,0,0,0,.041999999,0
2.5,11,42,1,5,5,.2,5.5,1,.30000001,0,.80000001,0,.125,0,0,0,.079999998,.1,.039999999,.07,.0099999998,.0043000001,.025,0,0,.027000001,0,0
3.6666667,14,44,0,5,5,.2,.12,1,.2,.1,.5,0,.1,0,0,.050000001,.2,.039999999,0,0,.050000001,.050000001,.1,0,0,.029999999,.02,0
1.5,5,62,0,5,2,.2,5.5,1,0,0,.40000001,0,0,0,0,0,.44999999,.1,.050000001,0,.039999999,0,0,0,0,0,.050000001,0
1.3333334,16,47,1,5,5,.2,5.5,1,1.2,0,2,0,0,0,0,0,.64999998,.2,.050000001,0,.25,.1,.2,0,.28,.2,.1,.40000001
4.5,3,56,1,5,5,.2,5.5,1,.079999998,0,0,0,0,0,.1,0,.079999998,.02,0,0,.012,0,.015,0,0,.0099999998,.0099999998,0
21,12,41,1,4,5,.2,5.5,0,.89999998,0,0,0,0,0,0,0,.2,.059999999,0,.27000001,.1,0,.025,0,.059999999,.045000002,0,0
1,11,55,1,5,5,.2,5.5,1,.050000001,0,.88999999,0,0,0,0,0,.40000001,.15000001,.1,0,.02,.02,.079999998,0,.27000001,.07,0,.015
4.5,16,32,0,5,5,.2,5.5,0,2,0,0,0,0,0,0,0,.40000001,.12,0,0,.1,.1,.2,0,.23,0,0,0
4.5,2,38,0,4,4,.2,5.5,0,0,.884,0,0,0,0,0,0,.34999999,.15000001,.050000001,0,0,.059999999,.090000004,0,.029999999,.029999999,.045000002,0
2,12,22,0,5,5,.2,5.5,0,.89999998,0,.30000001,0,0,0,0,0,.60000002,.1,.28,1,.13,.1,.1,.050000001,.30000001,.833,0,0
4.5,3,38,0,5,5,.2,5.5,1,.30000001,0,.15000001,0,0,0,0,0,.30000001,.050000001,0,0,.15000001,1,.090000004,0,.40000001,0,0,0
1.5,11,44,0,5,5,.2,5.5,0,1.5,0,0,0,.69999999,0,0,0,1,.1,.1,0,.40000001,.1,.12,.1,.048,.1,.090000004,0
4.5,5,25,1,3,4,.2,5.5,1,.40000001,0,0,0,0,0,0,.090000004,.80000001,.2,0,0,0,.28,.059999999,0,.059999999,.16,0,0
3.8333333,16,26,0,5,5,.2,5.5,1,0,0,2,0,0,0,0,0,.34999999,.15000001,.23999999,0,.1,.60000002,.1,0,.37,.050000001,.015,0
30,6,55,1,5,5,.2,5.5,1,.5,0,0,0,0,0,.30000001,0,.2,.050000001,.2,0,.1,.1,.25,0,0,.029999999,0,0
5,16,53,0,5,5,.2,5.5,1,.80000001,0,0,0,0,0,0,0,.60000002,.050000001,.1,0,.1,.1,.050000001,0,0,0,.02,0
3.1666667,3,27,0,5,5,.2,10,1,.25,.25,.5,0,0,0,0,0,.5,.050000001,.079999998,0,.090000004,.07,.045000002,0,0,.050000001,0,.25
10.25,11,50,1,3,5,.2,5.5,1,.059999999,.079999998,.22,0,0,0,.090000004,.12,.2,.050000001,.050000001,0,.15000001,0,.02,.02,.025,.07,.02,0
12.333333,12,62,0,4,5,0,5.5,1,1.5,0,0,0,0,0,0,0,.55000001,.050000001,.2,0,0,.2,.035,.60000002,0,0,0,.075000003
10,8,52,1,4,4,.2,5.5,1,.029999999,.5,.60000002,0,0,0,0,0,.23999999,.029999999,.15000001,.15000001,.059999999,.07,.02,0,0,0,0,.236
4.5,11,64,1,5,5,.2,5.5,0,.1,0,0,0,.5,0,0,0,.5,.18000001,.1,0,.079999998,0,.050000001,0,.02,.1,0,0
2.5,16,26,1,5,5,.2,5.5,1,.89999998,0,0,0,0,0,0,0,.80000001,.30000001,.60000002,.69999999,.25,.2,.1,0,.2,.086000003,0,.064000003
15,16,61,1,5,5,.2,5.5,1,2,0,0,3.5,0,0,0,0,.44999999,.015,.30000001,0,.40000001,1.25,.5,0,.30000001,0,0,2
20,11,46,0,4,4,.2,5.5,1,.2,0,4,0,0,0,0,0,.40000001,.2,.050000001,0,.1,.2,.066,.44999999,.02,.050000001,0,.025
6.4166665,16,59,0,5,5,.2,5.5,1,.2,0,0,0,0,0,0,0,1.2,.40000001,1.5,2.2,.60000002,.1,0,0,.5,0,0,0
5,17,57,1,5,5,.2,5.5,1,.30000001,0,4,0,0,0,0,0,.69999999,.15000001,.30000001,0,.085000001,0,.1,.1,.25,0,.039999999,1
